LAKE NAME,DATE,SECCHI,LAKE TEMP,TIME,Year,Month,Day
Flathead Somers,9/24/2014,8.19912,17.0,11:30am,2014,9,24
Halfmoon,9/26/2014,6.76656,16.0,11:00am,2014,9,26
Little Bitterroot,9/29/2014,9.93648,16.7,3:00pm,2014,9,29
Bailey,10/4/2014,3.3528,14.0,10:50am,2014,10,4
Glen,10/5/2014,3.6576,14.5,2:30pm,2014,10,5
Little Bitterroot,10/6/2014,10.3632,17.8,3:00pm,2014,10,6
Swan,10/6/2014,6.799917312,13.0,2:00pm,2014,10,6
Mary Ronan,10/7/2014,3.6576,14.5,12:00pm,2014,10,7
Mary Ronan,10/7/2014,3.56616,15.0,12:30pm,2014,10,7
Sophie,10/8/2014,6.64464,15.0,3:15pm,2014,10,8
Flathead Somers,10/10/2014,7.49808,13.0,11:45am,2014,10,10
Flathead Mission View,10/10/2014,6.97992,13.0,11:00am,2014,10,10
Whitefish,10/14/2014,8.5344,,,2014,10,14
Halfmoon,10/16/2014,6.7056,11.0,9:50am,2014,10,16
Lost Coon,10/19/2014,4.191,13.0,2:30pm,2014,10,19
Glen,10/31/2014,3.9624,8.9,2:00pm,2014,10,31
Little Bitterroot,11/5/2014,1.8288,8.3,12:30pm,2014,11,5
Sophie,11/15/2014,4.45008,19.0,3:30pm,2014,11,15
Whitefish,11/17/2014,8.5344,,,2014,11,17
Tally,11/18/2014,2.7432,5.7,2:15pm,2014,11,18
Sophie,3/16/2015,3.62712,6.0,4:45pm,2015,3,16
Sophie,3/30/2015,4.2672,9.0,1:30pm,2015,3,30
Whitefish,4/7/2015,6.096,,,2015,4,7
Glen,4/8/2015,4.8768,4.4,11:10am,2015,4,8
Lost Coon,4/19/2015,3.048,14.0,5:30pm,2015,4,19
Sophie,4/20/2015,4.81584,13.0,5:00pm,2015,4,20
Tally,4/22/2015,2.7432,8.1,1:30pm,2015,4,22
Little Bitterroot,4/28/2015,8.6868,13.3,3:00pm,2015,4,28
Sophie,5/3/2015,4.51104,14.0,4:30pm,2015,5,3
Whitefish,5/6/2015,6.096,,,2015,5,6
Sophie,5/17/2015,6.52272,15.0,10:00am,2015,5,17
Little Bitterroot,5/20/2015,9.144,12.8,3:00pm,2015,5,20
Swan,5/24/2015,5.399934336,13.0,1:15pm,2015,5,24
Mary Ronan,5/24/2015,3.6576,15.6,12:00pm,2015,5,24
Mary Ronan,5/24/2015,3.29184,15.0,12:30pm,2015,5,24
Flathead Somers,5/27/2015,5.05968,13.0,10:40am,2015,5,27
Whitefish,5/28/2015,4.7244,,,2015,5,28
Tally,5/29/2015,4.7244,15.8,10:30am,2015,5,29
Lost Coon,5/30/2015,3.3528,20.0,4:00pm,2015,5,30
Glen,6/4/2015,4.96824,14.5,12:20pm,2015,6,4
Swan,6/9/2015,4.49994528,19.0,1:15pm,2015,6,9
Ashley,6/13/2015,8.5344,22.0,5:10pm,2015,6,13
Whitefish,6/17/2015,5.6388,,,2015,6,17
Mary Ronan,6/18/2015,4.8768,20.6,3:00pm,2015,6,18
Mary Ronan,6/18/2015,4.4196,17.2,2:50pm,2015,6,18
Flathead Mission View,6/22/2015,7.1628,14.5,12:12pm,2015,6,22
Flathead Skidoo,6/22/2015,6.5532,14.5,12:25pm,2015,6,22
Flathead Marco Bay,6/22/2015,3.2004,15.0,12:00pm,2015,6,22
Flathead Mission View,6/25/2015,7.62,18.0,10:20am,2015,6,25
Flathead Somers,6/25/2015,6.7056,19.0,11:15am,2015,6,25
Lindbergh,6/26/2015,11.2776,18.9,2:00pm,2015,6,26
Lindbergh,6/26/2015,10.9728,18.9,1:47pm,2015,6,26
Swan,6/26/2015,5.599931904,21.0,6:30pm,2015,6,26
Ashley,6/27/2015,8.5344,24.0,5:00pm,2015,6,27
Little Bitterroot,6/28/2015,11.76528,26.1,2:22pm,2015,6,28
Lost Coon,6/28/2015,3.74904,23.5,10:00am,2015,6,28
Murray,6/29/2015,6.7056,17.0,7:00pm,2015,6,29
Little Bitterroot,7/1/2015,14.1732,23.5,11:30am,2015,7,1
Murray,7/2/2015,7.9248,18.0,8:30pm,2015,7,2
Ashley,7/3/2015,8.2296,22.0,3:40pm,2015,7,3
Ashley,7/3/2015,7.9248,23.0,3:55pm,2015,7,3
Flathead Skidoo,7/8/2015,11.1252,15.5,1:27pm,2015,7,8
Flathead Mission View,7/8/2015,9.4488,16.0,1:15pm,2015,7,8
Flathead Marco Bay,7/8/2015,7.9248,16.0,1:10pm,2015,7,8
Mary Ronan,7/8/2015,3.87096,21.7,1:25pm,2015,7,8
Mary Ronan,7/8/2015,3.71856,24.5,1:45pm,2015,7,8
Whitefish,7/9/2015,11.5824,,,2015,7,9
Swan,7/12/2015,6.49992096,20.0,,2015,7,12
Bootjack,7/12/2015,6.096,25.0,2:40pm,2015,7,12
Flathead Mission View,7/13/2015,6.096,19.0,10:40am,2015,7,13
Flathead Somers,7/13/2015,2.31648,20.0,10:15am,2015,7,13
Sophie,7/14/2015,6.4008,22.0,11:00am,2015,7,14
Glen,7/15/2015,7.25424,18.9,11:15am,2015,7,15
Little Bitterroot,7/18/2015,12.3444,20.2,3:20pm,2015,7,18
Flathead Skidoo,7/19/2015,9.6012,16.0,1:25pm,2015,7,19
Flathead Mission View,7/19/2015,7.9248,17.0,1:15pm,2015,7,19
Flathead Marco Bay,7/19/2015,6.9342,16.5,1:00pm,2015,7,19
Lost Coon,7/19/2015,3.6576,22.0,11:00am,2015,7,19
Murray,7/22/2015,5.6388,18.0,7:00pm,2015,7,22
Hanson-Doyle,7/22/2015,5.0292,22.0,10:30am,2015,7,22
Lindbergh,7/25/2015,10.9728,20.0,1:26pm,2015,7,25
Lindbergh,7/25/2015,8.8392,20.0,1:35pm,2015,7,25
Halfmoon,7/26/2015,5.76072,19.0,1:45pm,2015,7,26
Tally,7/29/2015,7.0104,19.8,11:00am,2015,7,29
Swan,7/30/2015,7.199912448,20.0,,2015,7,30
Flathead Somers,7/30/2015,5.66928,20.0,11:00am,2015,7,30
Mary Ronan,7/30/2015,2.19456,21.1,11:25am,2015,7,30
Mary Ronan,7/30/2015,2.19456,20.0,11:10am,2015,7,30
Flathead Mission View,7/31/2015,8.41248,19.0,10:40am,2015,7,31
Murray,8/2/2015,6.2484,24.0,3:45pm,2015,8,2
Bootjack,8/5/2015,5.4864,22.0,11:15am,2015,8,5
Flathead Mission View,8/9/2015,8.0772,17.0,12:57pm,2015,8,9
Flathead Marco Bay,8/9/2015,7.3152,18.0,12:50pm,2015,8,9
Ashley,8/9/2015,5.9436,21.0,4:6pm,2015,8,9
Ashley,8/9/2015,4.572,20.0,4:15pm,2015,8,9
Little Bitterroot,8/11/2015,13.5636,20.0,11:45am,2015,8,11
Flathead Mission View,8/12/2015,8.32104,20.0,12:00pm,2015,8,12
Flathead Somers,8/12/2015,8.01624,21.0,12:30pm,2015,8,12
Sophie,8/12/2015,5.39496,23.0,12:30pm,2015,8,12
Swan,8/17/2015,6.49992096,19.0,,2015,8,17
Hanson-Doyle,8/19/2015,4.7244,21.0,11:00am,2015,8,19
Lindbergh,8/20/2015,11.5824,20.0,11:23am,2015,8,20
Lindbergh,8/20/2015,10.9728,18.9,11:33am,2015,8,20
Ashley,8/23/2015,5.7912,19.0,2:45pm,2015,8,23
Murray,8/23/2015,5.5626,22.0,12:30pm,2015,8,23
Murray,8/23/2015,5.5626,22.0,12:30pm,2015,8,23
Ashley,8/23/2015,5.4864,19.0,2:30pm,2015,8,23
Mary Ronan,8/24/2015,1.24968,20.0,3:10pm,2015,8,24
Whitefish,8/25/2015,8.5344,,,2015,8,25
Sophie,8/25/2015,5.21208,20.0,10:30am,2015,8,25
Flathead Somers,8/26/2015,8.10768,19.0,10:45am,2015,8,26
Mary Ronan,8/27/2015,1.15824,18.9,11:45am,2015,8,27
Flathead Mission View,8/28/2015,8.2296,18.0,10:30am,2015,8,28
Lost Coon,8/29/2015,2.7432,18.0,3:20pm,2015,8,29
Little Bitterroot,9/7/2015,11.64336,18.9,3:30pm,2015,9,7
Swan,9/8/2015,7.599907584,15.0,,2015,9,8
Flathead Marco Bay,9/8/2015,5.4864,16.0,12:25pm,2015,9,8
Flathead Mission View,9/8/2015,4.8768,16.0,12:45pm,2015,9,8
Flathead Skidoo,9/8/2015,,16.0,1:00pm,2015,9,8
Ashley,9/9/2015,6.858,17.0,3:15pm,2015,9,9
Ashley,9/9/2015,6.5532,17.0,3:35pm,2015,9,9
Flathead Mission View,9/11/2015,8.41248,16.0,11:10am,2015,9,11
Flathead Somers,9/11/2015,6.4008,16.0,11:40am,2015,9,11
Tally,9/13/2015,5.4864,18.3,11:30am,2015,9,13
Mary Ronan,9/14/2015,4.66344,16.7,2:35pm,2015,9,14
Mary Ronan,9/14/2015,4.4196,15.6,2:20pm,2015,9,14
Sophie,9/16/2015,5.57784,16.0,1:30pm,2015,9,16
Skyles,9/19/2015,4.2672,15.6,12:55pm,2015,9,19
Swan,9/23/2015,8.799892992,15.0,,2015,9,23
Flathead Mission View,9/23/2015,8.10768,14.0,10:30am,2015,9,23
Flathead Somers,9/23/2015,7.37616,15.0,10:50am,2015,9,23
Little Bitterroot,9/24/2015,11.06424,15.0,2:30pm,2015,9,24
Sophie,9/24/2015,5.4864,15.5,14:30pm,2015,9,24
Glen,10/5/2015,4.69392,,2:10pm,2015,10,5
Sophie,10/6/2015,5.9436,15.0,3:30pm,2015,10,6
Mary Ronan,10/6/2015,2.8956,14.5,2:45pm,2015,10,6
Mary Ronan,10/6/2015,2.86512,14.5,3:00pm,2015,10,6
Flathead Somers,10/7/2015,9.72312,13.0,11:10am,2015,10,7
Flathead Mission View,10/7/2015,7.9248,13.0,10:50am,2015,10,7
Little Bitterroot,10/8/2015,11.97864,15.0,4:15pm,2015,10,8
Flathead Mission View,10/22/2015,8.50392,11.0,11:15am,2015,10,22
Flathead Somers,10/22/2015,7.19328,11.0,11:40am,2015,10,22
Whitefish,10/22/2015,5.4864,,,2015,10,22
Lost Coon,10/24/2015,2.7432,10.5,11:30am,2015,10,24
Sophie,10/25/2015,4.8768,11.5,1:45pm,2015,10,25
Tally,11/4/2015,3.3528,9.9,1:20pm,2015,11,4
Sophie,11/15/2015,4.1148,8.0,3:00pm,2015,11,15
Whitefish,11/19/2015,4.8768,,,2015,11,19
Sophie,12/12/2015,4.572,3.0,11:45am,2015,12,12
Sophie,3/9/2016,6.858,5.0,11:20am,2016,3,9
Whitefish,4/7/2016,9.144,,,2016,4,7
Hanson-Doyle,4/19/2016,5.30352,11.0,2:00pm,2016,4,19
Little Bitterroot,4/22/2016,11.2776,8.9,2:00pm,2016,4,22
Sophie,4/23/2016,5.54736,17.0,2:30pm,2016,4,23
Lost Coon,4/30/2016,3.6576,13.0,11:15am,2016,4,30
Sophie,5/2/2016,4.572,15.0,11:45am,2016,5,2
Whitefish,5/5/2016,4.1148,,,2016,5,5
Little Bitterroot,5/6/2016,11.2776,14.5,2:30pm,2016,5,6
Halfmoon,5/10/2016,5.42544,15.0,12:30pm,2016,5,10
Little Bitterroot,5/20/2016,11.15568,17.2,10:20am,2016,5,20
Hanson-Doyle,5/24/2016,4.7244,15.0,11:00am,2016,5,24
Sophie,5/24/2016,4.7244,16.0,4:00pm,2016,5,24
Whitefish,5/25/2016,3.6576,,,2016,5,25
Flathead Mission View,5/25/2016,1.524,11.0,12:00pm,2016,5,25
Flathead Somers,5/25/2016,1.524,12.0,12:20pm,2016,5,25
Bailey,5/28/2016,0.51816,12.0,12:45pm,2016,5,28
Bailey,5/28/2016,0.48768,12.0,12:45pm,2016,5,28
Swan,5/29/2016,3.49995744,11.0,4:45pm,2016,5,29
Ashley,6/2/2016,5.334,11.0,3:30pm,2016,6,2
Ashley,6/2/2016,5.1816,11.0,3:40pm,2016,6,2
Lost Coon,6/5/2016,3.3528,22.0,5:30pm,2016,6,5
Mary Ronan,6/6/2016,2.5908,16.7,11:45am,2016,6,6
Mary Ronan,6/6/2016,2.1336,16.7,12:5pm,2016,6,6
Flathead Somers,6/10/2016,4.66344,17.0,9:15am,2016,6,10
Flathead Mission View,6/10/2016,2.31648,16.0,9:00am,2016,6,10
Glen,6/13/2016,3.9624,16.7,11:45am,2016,6,13
Whitefish,6/15/2016,5.1816,,,2016,6,15
Sophie,6/15/2016,3.84048,17.0,2:30pm,2016,6,15
Lindbergh,6/20/2016,10.0584,15.0,3:00pm,2016,6,20
Lindbergh,6/20/2016,9.144,15.0,2:45pm,2016,6,20
Flathead Skidoo,6/22/2016,8.382,15.0,12:35pm,2016,6,22
Flathead Mission View,6/22/2016,6.858,16.0,12:20pm,2016,6,22
Flathead Marco Bay,6/22/2016,5.0292,17.0,12:10pm,2016,6,22
Mary Ronan,6/22/2016,2.4384,16.1,11:25am,2016,6,22
Mary Ronan,6/22/2016,2.22504,16.1,11:50am,2016,6,22
Sophie,6/23/2016,4.66344,18.0,1:30pm,2016,6,23
Little Bitterroot,6/24/2016,11.43,18.9,9:15am,2016,6,24
Ashley,6/25/2016,6.5532,14.0,2:25pm,2016,6,25
Ashley,6/25/2016,6.2484,14.0,2:15pm,2016,6,25
Flathead Mission View,6/28/2016,7.0104,16.0,7:45am,2016,6,28
Flathead Somers,6/28/2016,5.36448,17.0,8:20am,2016,6,28
Swan,6/28/2016,4.799941632,17.0,,2016,6,28
Whitefish,7/6/2016,7.3152,,,2016,7,6
Sophie,7/10/2016,5.85216,19.0,10:15pm,2016,7,10
Lost Coon,7/10/2016,3.3528,20.0,1:00pm,2016,7,10
Glen,7/12/2016,6.858,17.2,11:00am,2016,7,12
Swan,7/14/2016,8.099901504,17.0,11:30am,2016,7,14
Flathead Mission View,7/14/2016,6.15696,17.0,9:45am,2016,7,14
Flathead Somers,7/14/2016,2.4384,18.0,10:10am,2016,7,14
Little Bitterroot,7/16/2016,11.43,19.5,3:20pm,2016,7,16
Lindbergh,7/17/2016,9.4488,17.8,1:00pm,2016,7,17
Lindbergh,7/17/2016,9.144,17.8,1:40pm,2016,7,17
Mary Ronan,7/17/2016,3.87096,19.5,1:45pm,2016,7,17
Mary Ronan,7/17/2016,3.81,19.5,1:20pm,2016,7,17
Little Bitterroot,7/22/2016,11.43,19.5,10:30am,2016,7,22
Hanson-Doyle,7/22/2016,5.1816,22.0,11:00am,2016,7,22
Flathead Mission View,7/24/2016,10.2108,18.5,11:23am,2016,7,24
Flathead Skidoo,7/24/2016,8.9916,18.5,11:41am,2016,7,24
Flathead Marco Bay,7/24/2016,8.0772,18.0,11:14am,2016,7,24
Bailey,7/25/2016,5.21208,22.0,3:00pm,2016,7,25
Mary Ronan,7/25/2016,3.3528,21.1,11:10am,2016,7,25
Mary Ronan,7/25/2016,3.3528,21.1,11:10am,2016,7,25
Mary Ronan,7/25/2016,2.95656,20.0,1:00am,2016,7,25
Ashley,7/26/2016,6.03504,21.0,3:40pm,2016,7,26
Ashley,7/27/2016,6.46176,20.0,3:50pm,2016,7,27
Swan,7/28/2016,8.699894208,20.0,1:45pm,2016,7,28
Halfmoon,7/28/2016,4.60248,23.0,11:00am,2016,7,28
Sophie,8/1/2016,6.096,22.0,11:00am,2016,8,1
Little Bitterroot,8/4/2016,12.07008,20.0,12:00pm,2016,8,4
Lindbergh,8/8/2016,10.9728,19.5,3:00pm,2016,8,8
Whitefish,8/10/2016,8.5344,,,2016,8,10
Tally,8/11/2016,4.572,17.8,9:45am,2016,8,11
Hanson-Doyle,8/11/2016,4.29768,23.0,10:30am,2016,8,11
Lost Coon,8/14/2016,2.8956,24.0,6:00pm,2016,8,14
Sophie,8/15/2016,5.1816,22.0,2:30pm,2016,8,15
Little Bitterroot,8/16/2016,13.2588,19.5,10:20am,2016,8,16
Mary Ronan,8/17/2016,2.01168,20.6,1:30pm,2016,8,17
Mary Ronan,8/17/2016,1.64592,21.1,1:00pm,2016,8,17
Swan,8/21/2016,8.699894208,19.0,2:30pm,2016,8,21
Flathead Mission View,8/25/2016,7.55904,19.0,10:30am,2016,8,25
Flathead Somers,8/25/2016,6.37032,19.0,10:55am,2016,8,25
Flathead Skidoo,8/29/2016,9.6012,19.0,1:37pm,2016,8,29
Flathead Mission View,8/29/2016,8.6868,19.0,1:25pm,2016,8,29
Flathead Marco Bay,8/29/2016,7.62,19.5,1:15pm,2016,8,29
Sophie,9/2/2016,5.1816,19.0,3:30pm,2016,9,2
Swan,9/3/2016,9.49988448,17.0,1:15pm,2016,9,3
Lindbergh,9/4/2016,10.9728,17.2,11:30am,2016,9,4
Lindbergh,9/4/2016,10.668,17.2,11:30am,2016,9,4
Mary Ronan,9/5/2016,4.7244,16.1,12:00pm,2016,9,5
Whitefish,9/6/2016,8.2296,,,2016,9,6
Glen,9/12/2016,5.09016,17.2,2:30pm,2016,9,12
Sophie,9/14/2016,5.1816,16.5,3:30pm,2016,9,14
Little Bitterroot,9/15/2016,14.23416,15.6,12:30pm,2016,9,15
Flathead Mission View,9/15/2016,8.5344,16.0,11:40am,2016,9,15
Flathead Somers,9/15/2016,7.58952,16.0,12:00pm,2016,9,15
Swan,9/21/2016,8.799892992,14.0,1:45am,2016,9,21
Lost Coon,9/25/2016,3.3528,14.0,1:00pm,2016,9,25
Lake Five,9/27/2016,4.572,12.2,12:12pm,2016,9,27
Mary Ronan,9/27/2016,2.7432,15.6,1:30pm,2016,9,27
Mary Ronan,9/27/2016,2.4384,15.0,1:50pm,2016,9,27
Sophie,10/2/2016,5.27304,15.0,3:15pm,2016,10,2
Whitefish,10/4/2016,7.62,,,2016,10,4
Tally,10/6/2016,5.7912,12.2,10:30am,2016,10,6
Sophie,10/18/2016,3.62712,11.0,3:30pm,2016,10,18
Sophie,11/1/2016,3.07848,9.5,3:00pm,2016,11,1
Whitefish,11/8/2016,7.3152,,,2016,11,8
Tally,11/12/2016,2.7432,6.8,12:00pm,2016,11,12
Sophie,11/17/2016,3.3528,7.5,1:20pm,2016,11,17
Tally,11/22/2016,4.572,7.2,1:30pm,2016,11,22
Sophie,12/3/2016,3.3528,5.0,11:10am,2016,12,3
Whitefish,5/10/2017,5.7912,,,2017,5,10
Sophie,4/10/2017,6.18744,3.0,11:00am,2017,4,10
Little Bitterroot,4/28/2017,11.1252,8.3,12:30pm,2017,4,28
Sophie,4/28/2017,5.45592,10.0,11:00am,2017,4,28
Little Bitterroot,5/1/2017,11.46048,10.6,2:00pm,2017,5,1
Sophie,5/9/2017,5.42544,13.0,11:10am,2017,5,9
Little Bitterroot,5/26/2017,11.76528,13.9,2:00pm,2017,5,26
Hanson-Doyle,5/27/2017,4.7244,17.0,11:00am,2017,5,27
Lost Coon,5/28/2017,3.68808,18.0,11:15am,2017,5,28
Mary Ronan,5/31/2017,1.524,16.7,12:25pm,2017,5,31
Mary Ronan,5/31/2017,1.40208,16.7,12:00pm,2017,5,31
Little Bitterroot,6/5/2017,11.85672,15.0,2:30pm,2017,6,5
Hanson-Doyle,6/7/2017,4.96824,20.0,12:00pm,2017,6,7
Swan,6/7/2017,2.199973248,14.0,4:15pm,2017,6,7
Whitefish,6/7/2017,1.524,,,2017,6,7
Mary Ronan,6/17/2017,3.77952,15.0,12:10pm,2017,6,17
Mary Ronan,6/17/2017,3.68808,15.6,12:30pm,2017,6,17
Lindbergh,6/23/2017,7.62,13.9,1:15pm,2017,6,23
Lindbergh,6/23/2017,7.0104,13.9,1:30pm,2017,6,23
Swan,6/23/2017,2.699967168,15.0,12:15pm,2017,6,23
Little Bitterroot,6/24/2017,11.8872,21.1,4:00pm,2017,6,24
Lost Coon,6/25/2017,3.5052,22.5,7:00pm,2017,6,25
Whitefish,6/28/2017,6.096,,,2017,6,28
Sophie,6/29/2017,5.0292,19.0,1:30pm,2017,6,29
Mary Ronan,7/7/2017,6.73608,21.1,12:50pm,2017,7,7
Mary Ronan,7/7/2017,6.096,21.1,12:30pm,2017,7,7
Flathead Mission View,7/9/2017,8.2296,22.0,12:30pm,2017,7,9
Flathead Marco Bay,7/9/2017,6.7056,22.0,1:45pm,2017,7,9
Lindbergh,7/13/2017,8.8392,20.5,1:00pm,2017,7,13
Lindbergh,7/13/2017,8.8392,20.8,12:45pm,2017,7,13
Glen,7/13/2017,6.00456,13.9,11:00am,2017,7,13
Mary Ronan,7/18/2017,6.4008,23.4,1:00pm,2017,7,18
Mary Ronan,7/18/2017,5.4864,22.2,1:35pm,2017,7,18
Little Bitterroot,7/22/2017,12.07008,22.2,2:00pm,2017,7,22
Swan,7/22/2017,6.699918528,20.0,12:30pm,2017,7,22
Sophie,7/26/2017,4.2672,22.0,11:45pm,2017,7,26
Little Bitterroot,7/27/2017,15.24,22.2,1:00pm,2017,7,27
Flathead Mission View,7/30/2017,9.906,22.0,11:40am,2017,7,30
Flathead Marco Bay,7/30/2017,8.8392,23.0,11:50am,2017,7,30
Lost Coon,7/30/2017,4.35864,23.0,9:30am,2017,7,30
Flathead Skidoo,7/31/2017,10.0584,22.0,11:20pm,2017,7,31
Whitefish,8/2/2017,7.3152,,,2017,8,2
Mary Ronan,8/3/2017,5.76072,22.8,2:50pm,2017,8,3
Mary Ronan,8/3/2017,4.69392,23.9,2:40pm,2017,8,3
Blanchard,8/3/2017,3.5052,,13:00pm,2017,8,3
Little Bitterroot,8/4/2017,12.37488,24.5,3:30pm,2017,8,4
Upper Stillwater,8/5/2017,6.7056,,3:15pm,2017,8,5
Sophie,8/6/2017,4.32816,23.0,3:10pm,2017,8,6
Ashley,8/7/2017,9.96696,21.7,5:36pm,2017,8,7
Ashley,8/7/2017,7.65048,21.7,3:50pm,2017,8,7
Swan,8/8/2017,6.899916096,20.0,11:00am,2017,8,8
Lindbergh,8/9/2017,9.7536,20.7,11:55am,2017,8,9
Lindbergh,8/9/2017,9.4488,20.6,11:40am,2017,8,9
Glen,8/15/2017,5.4864,10.0,10:00am,2017,8,15
Hanson-Doyle,8/19/2017,6.64464,22.0,12:00pm,2017,8,19
Mary Ronan,8/19/2017,4.572,18.3,10:20am,2017,8,19
Mary Ronan,8/19/2017,4.54152,17.2,9:45am,2017,8,19
Sophie,8/25/2017,5.0292,20.5,2:00pm,2017,8,25
Little Bitterroot,8/27/2017,11.5824,22.2,2:30pm,2017,8,27
Flathead Mission View,8/27/2017,9.7536,20.0,2:00pm,2017,8,27
Flathead Skidoo,8/27/2017,9.6012,20.0,2:20pm,2017,8,27
Lost Coon,9/2/2017,3.10896,20.0,4:30pm,2017,9,2
Whitefish,9/6/2017,10.3632,,,2017,9,6
Mary Ronan,9/12/2017,6.91896,17.2,12:50pm,2017,9,12
Mary Ronan,9/12/2017,6.91896,17.2,12:50pm,2017,9,12
Mary Ronan,9/12/2017,5.27304,17.2,1:00pm,2017,9,12
Sophie,9/13/2017,5.05968,19.0,1:30pm,2017,9,13
Little Bitterroot,9/16/2017,8.2296,19.5,2:30pm,2017,9,16
Little Bitterroot,9/20/2017,11.2776,21.1,1:30pm,2017,9,20
Sophie,9/23/2017,4.69392,14.0,3:30pm,2017,9,23
Glen,9/26/2017,5.54736,5.6,1:00pm,2017,9,26
Hanson-Doyle,9/28/2017,5.1816,14.5,1:30pm,2017,9,28
Sophie,10/5/2017,6.58368,12.5,11:45am,2017,10,5
Whitefish,10/5/2017,6.4008,,,2017,10,5
Mary Ronan,10/10/2017,6.5532,9.5,11:50am,2017,10,10
Mary Ronan,10/10/2017,4.81584,10.0,12:15pm,2017,10,10
Little Bitterroot,10/17/2017,10.668,10.6,11:30am,2017,10,17
Sophie,10/28/2017,6.18744,9.5,4:00pm,2017,10,28
Sophie,11/12/2017,5.88264,5.5,3:00pm,2017,11,12
Sophie,12/5/2017,4.48056,4.0,2:10pm,2017,12,5
Little Bitterroot,4/27/2018,9.7536,6.4,3:00pm,2018,4,27
Hanson-Doyle,4/28/2018,4.7244,15.0,2:30pm,2018,4,28
Little Bitterroot,4/30/2018,9.63168,6.4,10:00am,2018,4,30
Beaver,5/5/2018,3.5052,12.2,2:00pm,2018,5,5
Blanchard,5/6/2018,5.12064,15.0,11:45am,2018,5,6
Dickey,5/7/2018,4.75488,10.0,12:49pm,2018,5,7
Murphy,5/7/2018,0.42672,15.0,11:30am,2018,5,7
Whitefish,5/9/2018,1.58496,,,2018,5,9
Rogers,5/13/2018,4.8768,8.9,2:15pm,2018,5,13
Little Bitterroot,5/15/2018,17.9832,15.6,2:30pm,2018,5,15
Tally,5/15/2018,2.7432,11.2,10:40am,2018,5,15
Bootjack,5/19/2018,8.6868,17.0,12:28pm,2018,5,19
Bootjack,5/19/2018,8.6868,17.0,12:28pm,2018,5,19
Swan,5/19/2018,1.699979328,10.0,5:45pm,2018,5,19
Flathead Skidoo,5/20/2018,3.01752,12.0,2:50pm,2018,5,20
Hanson-Doyle,5/21/2018,5.1816,19.0,12:00pm,2018,5,21
Dickey,5/23/2018,4.572,16.0,11:30am,2018,5,23
Murphy,5/23/2018,4.32816,18.0,10:14am,2018,5,23
Flathead Indian Bay,5/24/2018,1.9812,13.3,12:45pm,2018,5,24
Little Bitterroot,5/26/2018,11.8872,13.9,1:20pm,2018,5,26
Beaver,5/26/2018,3.6576,20.6,2:00pm,2018,5,26
Flathead Skidoo,5/27/2018,4.2672,15.0,4:50pm,2018,5,27
Flathead Woods Bay,5/29/2018,3.23088,20.6,11:45am,2018,5,29
Swan,6/2/2018,1.299984192,16.0,5:15pm,2018,6,2
Mary Ronan,6/3/2018,5.7912,16.1,12:20pm,2018,6,3
Mary Ronan,6/3/2018,4.84632,16.7,12:00pm,2018,6,3
Dickey,6/5/2018,5.51688,17.0,11:50am,2018,6,5
Little Bitterroot,6/6/2018,10.3632,18.9,3:00pm,2018,6,6
Whitefish,6/6/2018,1.55448,,,2018,6,6
Murphy,6/7/2018,4.02336,19.0,11:00am,2018,6,7
Tally,6/7/2018,3.59664,17.8,9:45am,2018,6,7
Beaver,6/8/2018,3.81,20.0,1:15pm,2018,6,8
Flathead Mackinaw Alley,6/9/2018,2.7432,17.0,2:20pm,2018,6,9
Hanson-Doyle,6/13/2018,6.7056,18.0,12:00pm,2018,6,13
Rogers,6/13/2018,4.81584,17.6,11:25am,2018,6,13
Flathead Indian Bay,6/13/2018,4.4196,15.0,10:50am,2018,6,13
Flathead Woods Bay,6/13/2018,3.62712,,1:00pm,2018,6,13
Flathead Somers,6/13/2018,1.9812,15.0,11:00am,2018,6,13
Glen,6/14/2018,8.19912,5.6,11:00am,2018,6,14
Flathead Skidoo,6/15/2018,4.7244,16.0,4:30pm,2018,6,15
Lost Coon,6/16/2018,3.6576,17.5,9:30pm,2018,6,16
Dickey,6/18/2018,5.97408,15.6,11:15am,2018,6,18
Bootjack,6/20/2018,7.0104,18.0,11:5am,2018,6,20
Rogers,6/21/2018,4.32816,20.0,2:30pm,2018,6,21
Beaver,6/24/2018,5.6388,17.8,1:35pm,2018,6,24
Mary Ronan,6/24/2018,3.9624,17.8,2:45pm,2018,6,24
Mary Ronan,6/24/2018,3.90144,16.7,3:00pm,2018,6,24
Dickey,6/25/2018,5.7912,18.0,11:45am,2018,6,25
Murphy,6/25/2018,3.6576,19.0,10:45am,2018,6,25
Little Bitterroot,6/27/2018,10.0584,17.2,2:30pm,2018,6,27
Flathead Indian Bay,6/27/2018,5.1816,16.7,9:30am,2018,6,27
Rogers,6/27/2018,4.58724,18.3,1:45pm,2018,6,27
Flathead Somers,6/27/2018,3.6576,15.9,10:56am,2018,6,27
Swan,6/27/2018,2.299972032,15.0,3:15pm,2018,6,27
Flathead Woods Bay,6/28/2018,5.66928,16.9,2:38pm,2018,6,28
Sophie,7/3/2018,3.93192,17.0,3:00pm,2018,7,3
Flathead Skidoo,7/5/2018,7.80288,17.0,5:00pm,2018,7,5
Tetrault,7/5/2018,7.19328,22.0,9:30am,2018,7,5
Little Bitterroot,7/6/2018,10.0584,,12:30pm,2018,7,6
